apps/frappe/frappe/core/page/data_import_tool/exporter.py +60,Notes:,الملاحظات :
apps/frappe/frappe/public/js/frappe/ui/listing.js +52,Nothing to show,لا شيء للإظهار
apps/frappe/frappe/public/js/frappe/views/ganttview.js +79,Nothing to show for this selection,شيء لاظهار هذا الاختيار
DocType: Communication,Notification,إعلام
DocType: Email Account,Notifications and bulk mails will be sent from this outgoing server.,سيتم إرسال الإخطارات والرسائل الجماعية من الخادم الصادر.
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +178,Notify by Email,إعلام عبر البريد الإلكتروني
DocType: Email Account,Notify if unreplied,يخطر إذا لا تحوي على ردود
DocType: Email Account,Notify if unreplied for (in mins),يخطر إذا لا تحوي على ردود ل (في دقيقة)
apps/frappe/frappe/desk/page/activity/activity.js +204,Nov,نوفمبر
DocType: System Settings,Number Format,عدد تنسيق
apps/frappe/frappe/public/js/frappe/ui/editor.html +12,Number list,قائمة رقم
apps/frappe/frappe/desk/page/activity/activity.js +204,Oct,أكتوبر
apps/frappe/frappe/templates/pages/update-password.html +12,Old Password,كلمة المرور القديمة
apps/frappe/frappe/public/js/frappe/views/communication.js +436,"On {0}, {1} wrote:",على {0}، {1} كتب:
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +35,"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).",وبمجرد الانتهاء من تعيين هذه ، سوف يكون المستخدمون قادرين فقط الوصول إلى المستندات (على سبيل المثال مدونة بوست) حيث يوجد رابط (مثل مدون ) .
apps/frappe/frappe/templates/pages/complete_signup.html +13,One Last Step,واحد الخطوة الأخيرة
apps/frappe/frappe/core/page/data_import_tool/exporter.py +134,One of,
apps/frappe/frappe/core/doctype/report/report.py +29,Only Administrator allowed to create Query / Script Reports,المسؤول الوحيد المسموح به لإنشاء تقارير الاستعلام / سكربت
apps/frappe/frappe/core/doctype/page/page.py +35,Only Administrator can edit,الوحيد المسؤول يمكن تحرير
apps/frappe/frappe/core/doctype/report/report.py +24,Only Administrator can save a standard report. Please rename and save.,مسؤول فقط يمكن حفظ تقرير القياسية. الرجاء إعادة تسمية وحفظ.
DocType: Workflow Document State,Only Allow Edit For,السماح فقط للتحرير
apps/frappe/frappe/core/page/data_import_tool/importer.py +45,Only allowed {0} rows in one import,فقط يسمح {0} الصفوف في استيراد واحد
apps/frappe/frappe/public/js/frappe/upload.js +131,"Only image extensions (.gif, .jpg, .jpeg, .tiff, .png, .svg) allowed",فقط ملحقات الصورة (gif أو jpg أو JPEG أو .tiff، بابوا نيو غينيا، زمر .svg) يسمح
apps/frappe/frappe/core/page/data_import_tool/exporter.py +65,Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,ضرورية لسجلات جديدة الحقول الإلزامية فقط. يمكنك حذف الأعمدة غير الإلزامية إذا كنت ترغب في ذلك.
apps/frappe/frappe/templates/includes/login/login.js +126,Oops! Something went wrong,عفوًا! ذهب شيئا خاطئا
DocType: Communication,Open,مفتوح
apps/frappe/frappe/public/js/frappe/form/control.js +1018,Open Link,فتح الرابط
apps/frappe/frappe/public/js/frappe/ui/editor.js +443,Open Link in a new Window,فتح الرابط في نافذة جديدة
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js +7,Open Source Applications for the Web,التطبيقات المفتوحة المصدر لشبكة الإنترنت
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +97,Open a module or tool,فتح وحدة نمطية أو أداة
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +237,Open {0},مفتوحة {0}
DocType: Communication,Opened,افتتح
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Option 1,الخيار 1
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Option 2,الخيار 2
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Option 3,الخيار 3
DocType: Email Alert Recipient,Optional: Alert will only be sent if value is a valid email id.,اختياري: سوف يتم إرسال تنبيه فقط إذا كانت القيمة هي هوية بريد إلكتروني صحيح.
DocType: Email Alert Recipient,Optional: Always send to these ids. Each email id on a new row,اختياري: دائما إرسالها إلى هذه الهوية. كل معرف البريد الإلكتروني على صف جديد
DocType: Email Alert,Optional: The alert will be sent if this expression is true,اختياري: التنبيه سيتم إرسال إذا كان هذا التعبير صحيح
DocType: DocField,Options,خيارات
apps/frappe/frappe/core/doctype/doctype/doctype.py +309,Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',"'الارتباط الحيوي ""نوع من الخيارات الميدانية يجب أن يشير إلى رابط حقل آخر مع خيارات باسم' DOCTYPE '"
DocType: Custom Field,Options Help,خيارات مساعدة
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Options for select. Each option on a new line.,خيارات للاختيار. كل خيار على سطر جديد.
apps/frappe/frappe/core/doctype/doctype/doctype.py +287,Options must be a valid DocType for field {0} in row {1},يجب أن تكون الخيارات ل DOCTYPE صالحة لحقل {0} في {1} الصف
apps/frappe/frappe/model/base_document.py +406,Options not set for link field {0},خيارات لم يتم تعيين لحقل الرابط {0}
apps/frappe/frappe/core/doctype/doctype/doctype.py +281,Options requried for Link or Table type field {0} in row {1},خيارات ريكارد ل ينك أو نوع الجدول الحقل {0} في {1} الصف
apps/frappe/frappe/public/js/frappe/form/control.js +774,Or,
DocType: About Us Settings,Org History,غزاله التاريخ
DocType: About Us Settings,Org History Heading,غزاله التاريخ مداخل
DocType: Communication,Other,آخر
DocType: Email Account,Outlook.com,Outlook.com
DocType: Standard Reply,Owner,مالك
DocType: Print Settings,PDF Page Size,PDF حجم الصفحة
DocType: Print Settings,PDF Settings,إعدادات PDF
apps/frappe/frappe/utils/pdf.py +33,PDF generation failed because of broken image links,فشل الجيل PDF بسبب الروابط صورة مكسورة
DocType: Page,Page,صفحة
DocType: Page,Page HTML,صفحة HTML
DocType: Page,Page Name,اسم الصفحة
DocType: Page Role,Page Role,الصفحة الدور
DocType: Web Page,Page content,محتوى الصفحة
apps/frappe/frappe/templates/pages/404.html +6,Page missing or moved,الصفحة المفقودة أو نقلها
apps/frappe/frappe/public/js/frappe/views/container.js +55,Page not found,لم يتم العثور على الصفحة
DocType: Web Page,"Page to show on the website
",
DocType: Web Page,Page url name (auto-generated),اسم الصفحة رابط ( تم إنشاؤه تلقائيا )
apps/frappe/frappe/templates/print_formats/standard.html +18,Page {0} of {1},الصفحة {0} من {1}
apps/frappe/frappe/config/core.py +22,Pages in Desk (place holders),الصفحات في مكتب (أصحاب مكان)
apps/frappe/frappe/public/js/frappe/ui/editor.html +25,Paragraph,فقرة
apps/frappe/frappe/public/js/frappe/model/model.js +31,Parent,أصل
DocType: Error Snapshot,Parent Error Snapshot,الأم قطة خطأ
DocType: Top Bar Item,Parent Label,الأصل تسمية
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.py +15,Parent Table,الجدول الرئيسي
DocType: Web Page,Parent Web Page,صفحة ويب الأم
DocType: Blog Category,Parent Website Route,الوالد موقع الطريق
DocType: Event,Participants,المشاركين
DocType: DocField,Password,كلمة السر
apps/frappe/frappe/templates/emails/password_reset.html +1,Password Reset,إعادة تعيين كلمة المرور
apps/frappe/frappe/core/doctype/user/user.py +160,Password Update,كلمة تحديث
apps/frappe/frappe/templates/emails/password_update.html +1,Password Update Notification,كلمة إعلام التحديثات
apps/frappe/frappe/templates/pages/update-password.html +65,Password Updated,تحديث كلمة السر
apps/frappe/frappe/core/doctype/user/user.py +437,Password reset instructions have been sent to your email,وقد تم إرسال إرشادات إعادة تعيين كلمة المرور إلى بريدك الإلكتروني
apps/frappe/frappe/core/doctype/file/file_list.js +118,Paste,لصق
DocType: Patch Log,Patch,بقعة
DocType: Patch Log,Patch Log,سجل التصحيح
DocType: DocField,Percent,في المئة
DocType: DocField,Perm Level,بيرم المستوى
apps/frappe/frappe/public/js/legacy/form.js +728,Permanently Cancel {0}?,الغاء دائم {0} ؟
apps/frappe/frappe/public/js/legacy/form.js +705,Permanently Submit {0}?,إرسال دائم {0} ؟
apps/frappe/frappe/public/js/frappe/model/model.js +491,Permanently delete {0}?,حذف بشكل دائم {0} ؟
DocType: Custom Field,Permission Level,إذن المستوى
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +22,Permission Levels,إذن مستويات
DocType: DocType,Permission Rules,إذن قوانين
apps/frappe/frappe/permissions.py +332,Permission already set,إذن بالفعل تعيين
DocType: DocField,Permissions,الصلاحيات
DocType: DocType,Permissions Settings,أذونات إعدادات
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +154,Permissions Updated,ضوابط محدثة
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +10,Permissions are automatically translated to Standard Reports and Searches.,يتم تحويل أذونات تلقائيا إلى التقارير الموحدة و البحث .
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +5,"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.",يتم تعيين الأذونات على الأدوار و أنواع المستندات (وتسمى DocTypes ) من خلال وضع حقوق مثل القراءة والكتابة ، إنشاء، حذف، إرسال ، الغاء ، تعديل ، تقرير ، استيراد ، تصدير ، طباعة ، البريد الإلكتروني و تعيين أذونات العضو .
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +26,Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,ضوابط في المستويات العليا هي أذونات المستوى الميداني. جميع الحقول لديها مجموعة مستوى الأذونات ضدهم والقواعد المحددة في تلك الأذونات تنطبق على هذا المجال. وهذا مفيد في حال كنت تريد إخفاء أو جعل مجال معين للقراءة فقط لبعض الأدوار.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +24,"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.",أذونات على مستوى 0 هي أذونات مستوى الوثيقة، أي أنها الأساسي للوصول إلى هذه الوثيقة.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +169,Permissions can be managed via Setup &gt; Role Permissions Manager,يمكن أن تدار عن طريق إعداد أذونات & GT. مدير ضوابط دور
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +6,Permissions get applied on Users based on what Roles they are assigned.,الحصول على تطبيق الأذونات على المستخدمين على أساس ما الأدوار التي تم تعيينها .
,Permitted Documents For User,المستندات المسموح بها للمستخدم
DocType: Communication,Phone,هاتف
DocType: Communication,Phone No.,رقم الهاتف
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +433,Pick Columns,اختيار الأعمدة
DocType: Contact Us Settings,Pincode,Pincode
apps/frappe/frappe/website/doctype/website_theme/website_theme.py +35,Please Duplicate this Website Theme to customize.,يرجى تكرار هذا موضوع الموقع للتخصيص.
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +144,Please attach a file,يرجى إرفاق ملف
apps/frappe/frappe/public/js/frappe/form/control.js +1000,Please attach a file first.,يرجى إرفاق ملف الأول.
apps/frappe/frappe/public/js/frappe/upload.js +83,Please attach a file or set a URL,يرجى إرفاق ملف أو تعيين URL
apps/frappe/frappe/templates/emails/password_reset.html +4,Please click on the following link to set your new password,الرجاء الضغط على الرابط التالي لتعيين كلمة المرور الجديدة
apps/frappe/frappe/core/page/data_import_tool/importer.py +38,Please do not change the rows above {0},من فضلك لا تغيير الصفوف أعلاه {0}
apps/frappe/frappe/core/page/data_import_tool/exporter.py +61,Please do not change the template headings.,من فضلك لا تغيير عناوين القالب.
apps/frappe/frappe/print/doctype/print_format/print_format.js +14,Please duplicate this to make changes,يرجى تكرار هذه إلى إجراء تغييرات
apps/frappe/frappe/public/js/frappe/form/print.js +72,Please enable pop-ups,يرجى تمكين النوافذ المنبثقة
apps/frappe/frappe/utils/oauth.py +209,Please ensure that your profile has an email address,يرجى التأكد من أن التعريف الخاص بك لديه عنوان البريد الإلكتروني
apps/frappe/frappe/templates/includes/contact.js +11,"Please enter both your email and message so that we \
				can get back to you. Thanks!",
apps/frappe/frappe/templates/base.html +145,Please enter email address,يرجى إدخال عنوان البريد الإلكتروني
apps/frappe/frappe/integrations/doctype/dropbox_backup/dropbox_backup.py +199,Please install dropbox python module,الرجاء تثبيت قطاف بيثون وحدة
apps/frappe/frappe/templates/generators/web_form.html +37,Please login to create a new {0},الرجاء الدخول لإنشاء حساب جديد {0}
apps/frappe/frappe/core/page/data_import_tool/importer.py +70,Please make sure that there are no empty columns in the file.,يرجى التأكد من أنه لا توجد أعمدة فارغة في الملف.
apps/frappe/frappe/model/document.py +443,Please refresh to get the latest document.,يرجى تحديث للحصول على أحدث وثيقة.
apps/frappe/frappe/public/js/legacy/form.js +136,Please save before attaching.,الرجاء حفظ قبل إرفاق.
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +87,Please save the document before assignment,الرجاء حفظ المستند قبل التعيين
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +138,Please save the document before removing assignment,الرجاء حفظ المستند قبل إزالة المهمة
apps/frappe/frappe/public/js/frappe/form/control.js +765,Please save the document before uploading.,الرجاء حفظ المستند قبل تحميلها.
apps/frappe/frappe/print/doctype/print_format/print_format.js +31,Please select DocType first,يرجى تحديد DOCTYPE أولا
apps/frappe/frappe/utils/file_manager.py +31,Please select a file or url,يرجى تحديد ملف أو URL
apps/frappe/frappe/model/rename_doc.py +334,Please select a valid csv file with data,يرجى تحديد ملف CSV صالحة مع البيانات
apps/frappe/frappe/model/db_query.py +449,Please select atleast 1 column from {0} to sort,يرجى اختيار العمود 1 من {0} لفرز
apps/frappe/frappe/integrations/doctype/dropbox_backup/dropbox_backup.py +202,Please set Dropbox access keys in your site config,الرجاء تعيين مفاتيح الوصول دروببوإكس في التكوين موقعك
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +255,Please set filters,يرجى تعيين المرشحات
apps/frappe/frappe/public/js/frappe/form/control.js +1287,Please set {0} first,الرجاء تعيين {0} الأولى
apps/frappe/frappe/email/smtp.py +55,Please setup default Email Account from Setup > Email > Email Account,يرجى الإعداد الافتراضي البريد الإلكتروني حساب من الإعداد> بريد إلكتروني> حساب البريد الإلكتروني
apps/frappe/frappe/integrations/doctype/dropbox_backup/dropbox_backup.js +12,Please specify,يرجى تحديد
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +28,Please specify doctype,يرجى تحديد DOCTYPE
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +25,Please specify user,يرجى تحديد المستخدم
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +18,Please specify which date field must be checked,يرجى تحديد أي تاريخ الحقل يجب أن يتم التحقق
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +21,Please specify which value field must be checked,يرجى تحديد أي يجب فحص حقل القيمة
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +105,Please upload using the same template as download.,يرجى تحميل باستخدام نفس القالب التحميل.
DocType: DocType,Plugin,المساعد
DocType: Email Account,Port,port
apps/frappe/frappe/desk/page/applications/applications.js +49,Portal,بوابة
apps/frappe/frappe/desk/page/messages/messages_main.html +12,Post,بعد
DocType: Blogger,Posts,المشاركات
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +99,Posts by {0},مشاركات {0}
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +95,Posts filed under {0},الوظائف المقدمة في إطار {0}
DocType: DocField,Precision,دقة
apps/frappe/frappe/core/doctype/doctype/doctype.py +319,Precision should be between 1 and 6,يجب أن تكون الدقة بين 1 و 6
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +224,Press Esc to close,اضغط على ESC لإغلاق
DocType: File,Preview,معاينة
DocType: File,Preview HTML,معاينة HTML
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard_page.html +16,Previous,سابق
DocType: Workflow State,Primary,أساسي
DocType: DocPerm,Print,طباعة
DocType: Print Format,Print Format,طباعة شكل
DocType: Print Format,Print Format Builder,باني تنسيق الطباعة
DocType: Print Format,Print Format Help,تنسيق الطباعة مساعدة
DocType: Print Format,Print Format Type,طباعة نوع تنسيق
apps/frappe/frappe/templates/pages/print.py +173,Print Format {0} is disabled,تنسيق الطباعة {0} تم تعطيل
DocType: DocField,Print Hide,طباعة إخفاء
DocType: DocField,Print Hide If No Value,طباعة إخفاء إذا لا قيمة
DocType: Print Settings,Print Settings,إعدادات الطباعة
DocType: Print Settings,Print Style,الطباعة ستايل
DocType: Print Settings,Print Style Preview,معاينة قبل الطباعة ستايل
DocType: DocField,Print Width,طباعة العرض
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table",طباعة العرض في هذا المجال، إذا كان الحقل هو عمود في الجدول
DocType: Print Settings,"Print with Letterhead, unless unchecked in a particular Document",طباعة مع رأسية، إلا إذا لم يتم التحقق منه في مستند خاص
apps/frappe/frappe/config/setup.py +143,Printing,طبع
DocType: ToDo,Priority,أهمية
DocType: Event,Private,خاص
apps/frappe/frappe/config/desk.py +33,Private and public Notes.,ملاحظات الخاصة والعامة.
apps/frappe/frappe/public/js/frappe/upload.js +112,Private or Public?,الخاصة أو العامة؟
DocType: Email Account,ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,ProTip: إضافة <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> لإرسال وثيقة مرجعية
apps/frappe/frappe/public/js/frappe/form/toolbar.js +246,ProTip: You can also use Ctrl+S to Save,نصائح : يمكنك أيضا استخدام مفتاح Ctrl + S للحفظ
DocType: Property Setter,Property,ممتلكات
DocType: Property Setter,Property Setter,الملكية واضعة
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,الملكية واضعة يتجاوز على DOCTYPE القياسية أو الممتلكات الميدان
DocType: Property Setter,Property Type,نوع الملكية
DocType: Event,Public,علني
DocType: Blog Category,Published,نشرت
DocType: Blog Post,Published On,نشرت يوم
apps/frappe/frappe/desk/page/applications/application_row.html +24,Publisher,الناشر
DocType: Currency,Purchase User,شراء العضو
DocType: Error Snapshot,Pyver,Pyver
DocType: Report,Query,سؤال
DocType: Contact Us Settings,Query Options,خيارات الاستعلام
DocType: Report,Query Report,الاستعلام عن
apps/frappe/frappe/desk/query_report.py +80,Query must be a SELECT,يجب أن يكون الاستعلام SELECT
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +3,Quick Help for Setting Permissions,مساعدة سريعة لوضع ضوابط
apps/frappe/frappe/desk/doctype/todo/todo.js +30,Re-open,إعادة فتح
apps/frappe/frappe/email/doctype/email_account/email_account.py +342,Re: ,
apps/frappe/frappe/public/js/frappe/views/communication.js +121,Re: {0},رد: {0}
DocType: DocPerm,Read,قرأ
DocType: DocField,Read Only,للقراءة فقط
DocType: Communication,Received,تلقى
DocType: Bulk Email,Recipient,مستلم
DocType: Communication,Recipient Unsubscribed,المتلقي غير المشتركين
DocType: Email Alert,Recipients,المستلمين
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +33,"Recommended bulk editing records via import, or understanding the import format.",أوصى تحرير السجلات السائبة عن طريق الاستيراد، أو فهم الشكل الاستيراد.
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +24,Recommended for inserting new records.,أوصت لإدراج سجلات جديدة.
apps/frappe/frappe/model/document.py +429,Record does not exist,سجل غير موجود
apps/frappe/frappe/sessions.py +112,Redis cache server not running. Please contact Administrator / Tech support,مخبأ خادم رديس يست قيد التشغيل. الرجاء الاتصال بمسؤول / الدعم الفني
apps/frappe/frappe/public/js/frappe/ui/editor.html +62,Reduce indent (Shift+Tab),تقليل المسافة البادئة (التحول + تبويب)
DocType: Report,Ref DocType,المرجع DOCTYPE
DocType: Event,Ref Name,المرجع اسم
DocType: Event,Ref Type,المرجع نوع
DocType: Communication,Reference,مرجع
DocType: Email Alert,Reference Date,تاريخ المرجع
DocType: Bulk Email,Reference DocName,إشارة DocName
DocType: Communication,Reference DocType,إشارة DOCTYPE
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +13,Reference DocType and Reference Name are required,ويلزم الإشارة DOCTYPE واسم الإشارة
DocType: Communication,Reference Name,اسم المرجع
DocType: Communication,Reference Owner,إشارة المالك
DocType: ToDo,Reference Type,مرجع نوع
apps/frappe/frappe/templates/emails/auto_reply.html +3,Reference: {0} {1},إشارة: {0} {1}
apps/frappe/frappe/desk/page/activity/activity.js +46,Refresh,تحديث
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +48,Refresh Form,نموذج التحديث
apps/frappe/frappe/public/js/frappe/list/list_sidebar.js +61,Refresh Stats,تحديث الإحصاءات
apps/frappe/frappe/core/doctype/user/user.js +41,Refreshing...,تحديث ...
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +331,Region,منطقة
apps/frappe/frappe/desk/page/applications/applications.js +50,Regional Extensions,الامتدادات الإقليمية
apps/frappe/frappe/core/doctype/user/user.py +406,Registered but disabled.,سجل لكن تعطيل.
apps/frappe/frappe/core/doctype/user/user.py +425,Registration Details Emailed.,تفاصيل التسجيل عبر البريد الالكتروني.
DocType: Communication,Rejected,مرفوض
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js +9,Relapsed,انتكس
DocType: Error Snapshot,Relapses,الانتكاسات
apps/frappe/frappe/public/js/frappe/form/toolbar.js +137,Reload,تحديث
apps/frappe/frappe/public/js/frappe/form/grid_form.html +14,Remove,حذف
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +359,Remove Filter,إزالة تصفية (فلترة)
apps/frappe/frappe/public/js/frappe/ui/editor.html +51,Remove Link,إزالة رابط
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +370,Remove Section,إزالة القسم
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +53,Remove all customizations?,إزالة كافة التخصيصات ؟
apps/frappe/frappe/utils/file_manager.py +257,Removed {0},إزالة {0}
apps/frappe/frappe/public/js/frappe/form/toolbar.js +132,Rename,إعادة تسمية
apps/frappe/frappe/config/setup.py +109,Rename many items by uploading a .csv file.,إعادة تسمية العديد من العناصر عن طريق تحميل ملف CSV .
apps/frappe/frappe/public/js/frappe/model/model.js +511,Rename {0},إعادة تسمية {0}
apps/frappe/frappe/core/doctype/communication/communication.js +24,Reopen,إعادة فتح
DocType: Print Settings,Repeat Header and Footer in PDF,كرر رأس وتذييل الصفحة في PDF
DocType: Event,Repeat On,كرر على
DocType: Event,Repeat Till,تكرار حتى
DocType: Event,Repeat this Event,كرر هذا الحدث
DocType: Communication,Replied,رد
apps/frappe/frappe/public/js/frappe/form/footer/timeline_item.html +60,Reply,رد
DocType: DocPerm,Report,تقرير
DocType: Report,Report Builder,تقرير منشئ
apps/frappe/frappe/core/doctype/report/report.js +5,Report Builder reports are managed directly by the report builder. Nothing to do.,تدار تقارير منشئ التقرير مباشرة بواسطة منشئ التقرير. لا شيء للقيام به.
DocType: DocField,Report Hide,تقرير إخفاء
DocType: Report,Report Manager,تقرير مدير
DocType: Report,Report Name,تقرير الاسم
DocType: Report,Report Type,نوع التقرير
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +41,Report an Issue,أبلغ عن مشكلة
apps/frappe/frappe/core/doctype/doctype/doctype.py +519,Report cannot be set for Single types,لا يمكن تعيين التقرير لأنواع واحدة
apps/frappe/frappe/config/setup.py +61,Report of all document shares,تقرير عن سهم ثيقة
apps/frappe/frappe/public/js/frappe/request.js +295,Report this issue,بلغ عن هذه المسألة
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +553,Report was not saved (there were errors),لم يتم حفظ التقرير (كانت هناك أخطاء)
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +226,Report {0},تقرير {0}
apps/frappe/frappe/desk/query_report.py +26,Report {0} is disabled,تقرير غير مفعلة {0}
DocType: User,Represents a User in the system.,يمثل العضو في النظام.
DocType: Workflow Document State,Represents the states allowed in one document and role assigned to change the state.,يمثل الدول المسموح بها في وثيقة واحدة والدور المنوط تغيير الدولة.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +180,Reqd,Reqd
apps/frappe/frappe/public/js/frappe/request.js +121,Request Timed Out,طلب مهلة
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +170,Reset Filters,إعادة تعيين المرشحات
apps/frappe/frappe/templates/pages/update-password.html +3,Reset Password,إعادة تعيين كلمة المرور
DocType: User,Reset Password Key,إعادة تعيين كلمة المرور الرئيسية
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +95,Reset Permissions for {0}?,إعادة تعيين أذونات ل {0} ؟
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +52,Reset to defaults,إعادة تعيين إلى الإعدادات الافتراضية
DocType: Standard Reply,Response,الإستجابة
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +494,Restore Original Permissions,استعادة ضوابط الأصل
DocType: User,Restrict IP,تقييد IP
DocType: User,Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),تقييد المستخدم من هذا العنوان IP فقط. يمكن إضافة عناوين IP متعددة عن طريق فصل بفواصل. يقبل أيضا عناوين IP جزئية مثل (111.111.111)
apps/frappe/frappe/model/db_schema.py +137,Reverting length to {0} for '{1}' in '{2}'; Setting the length as {3} will cause truncation of data.,الرجوع إلى طول {0} ل&#39;{1}&#39; في &#39;{2}&#39;. تحديد طول ك {3} سوف يسبب الاقتطاع من البيانات.
apps/frappe/frappe/public/js/frappe/form/control.js +1391,Rich Text,نص منسق
DocType: Top Bar Item,Right,حق
DocType: DocPerm,Role,إدراة الصلاحيات
DocType: Role,Role Name,دور الاسم
apps/frappe/frappe/core/doctype/user/user.js +317,Role Permissions,ضوابط دور
,Role Permissions Manager,إدارة الصلاحيات
DocType: DocPerm,Role and Level,دور و المستوى
apps/frappe/frappe/core/doctype/userrole/userrole.py +14,Role exists,وجود دور
DocType: Page,Roles,الأدوار
DocType: User,Roles Assigned,الأدوار المسندة
DocType: User,Roles HTML,الأدوار HTML
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +7,Roles can be set for users from their User page.,الأدوار يمكن تعيين للمستخدمين من صفحة المستخدم الخاصة بهم.
apps/frappe/frappe/utils/nestedset.py +194,Root {0} cannot be deleted,الجذر {0} لا يمكن حذف
apps/frappe/frappe/permissions.py +269,Row,صف
apps/frappe/frappe/model/base_document.py +447,Row #{0}:,الصف # {0}:
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +132,Row {0}: Not allowed to enable Allow on Submit for standard fields,صف {0}: غير مسموح لتمكين السماح إرسال على لحقول القياسية
DocType: Workflow,Rules defining transition of state in the workflow.,قواعد تحديد الانتقال من الدولة في سير العمل.
DocType: Workflow,"Rules for how states are transitions, like next state and which role is allowed to change state etc.",ويسمح النظام لكيفية قيام الولايات التحولات، مثل الدولة والتي المقبل دور في تغيير الدولة الخ.
DocType: System Settings,Run scheduled jobs only if checked,تشغيل المهام المجدولة إلا إذا دققت
DocType: Email Account,SMTP Server,خادم SMTP
DocType: Email Account,SMTP Settings for outgoing emails,إعدادات SMTP للبريد الصادر
DocType: Currency,Sales User,مبيعات العضو
apps/frappe/frappe/core/doctype/file/file.py +134,Same file has already been attached to the record,نفس الملف تم إرفاقه إلى هذا السجل
DocType: Custom Script,Sample,العينة
DocType: Event,Saturday,السبت
DocType: Email Alert,Save,حفظ
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +656,Saved,حفظ
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +476,Saved!,حفظ!
apps/frappe/frappe/public/js/frappe/form/save.js +11,Saving,حفظ
DocType: System Settings,Scheduler Last Event,جدولة الحدث الأخير
DocType: Scheduler Log,Scheduler Log,سجلات العمليات التي تتم من خلال السيرفر
